Gender,Customer Type,Type of Travel,Class,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
Female,Loyal Customer,Business travel,Business,satisfied,31,3747,5,5,5,0,0.0
Female,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,30,666,5,3,5,5,0.0
Male,Loyal Customer,Business travel,Business,satisfied,55,3072,3,4,3,9,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,25,590,4,4,4,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,37,950,1,2,1,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,38,456,2,3,4,156,158.0
Female,Loyal Customer,Business travel,Business,satisfied,32,2300,5,5,5,1,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,22,370,2,4,2,4,8.0
Female,Loyal Customer,Business travel,Business,satisfied,31,1704,4,4,4,12,9.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,61,495,1,1,1,105,88.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,20,214,3,5,3,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,33,618,2,2,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,62,1180,3,3,5,0,15.0
Female,Loyal Customer,Business travel,Eco,satisfied,24,337,5,2,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,54,577,5,5,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,7,888,5,4,5,0,4.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,36,271,3,5,3,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,53,3395,3,3,3,0,0.0
Male,disloyal Customer,Business travel,Eco,satisfied,18,730,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,32,1865,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,55,770,5,5,4,5,12.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,36,397,1,4,1,6,1.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,27,550,3,2,3,2,0.0
Male,Loyal Customer,Business travel,Business,satisfied,58,2402,4,4,5,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,35,3102,1,1,3,20,15.0
Female,disloyal Customer,Business travel,Business,satisfied,44,316,2,5,2,50,47.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,44,363,2,2,1,1,1.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,54,109,2,2,3,0,6.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,34,978,2,5,2,0,0.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,58,89,4,3,4,2,17.0
Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,53,1521,2,2,1,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,51,2639,4,4,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,56,1005,1,3,1,10,25.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,66,373,2,1,2,9,0.0
Female,Loyal Customer,Business travel,Eco Plus,satisfied,39,596,4,2,4,46,43.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,27,534,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,28,2704,2,5,3,0,2.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,71,409,3,4,3,112,133.0
Female,Loyal Customer,Business travel,Eco,satisfied,50,737,5,5,5,0,0.0
Male,disloyal Customer,Business travel,Business,satisfied,23,701,1,5,1,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,50,2300,5,5,4,18,40.0
Male,Loyal Customer,Business travel,Business,satisfied,46,2582,5,5,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,56,936,2,2,1,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,55,2233,4,4,5,3,4.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,17,1240,4,2,4,2,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,27,909,5,2,5,0,15.0
Male,disloyal Customer,Business travel,Business,satisfied,26,697,1,4,1,34,33.0
Male,Loyal Customer,Business travel,Eco,satisfied,49,432,5,1,5,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,20,746,4,5,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,64,1190,3,3,4,23,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,45,201,5,5,5,0,3.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,51,352,4,4,4,63,56.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,33,3924,4,4,1,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,41,1416,5,5,3,55,41.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,52,929,2,2,2,23,8.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,34,270,1,4,1,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,36,2983,3,3,4,38,23.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,19,337,2,4,2,8,4.0
Male,Loyal Customer,Business travel,Business,satisfied,48,1639,2,2,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,51,737,2,2,1,39,48.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,40,325,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,27,2342,3,2,3,8,0.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,40,110,3,5,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,52,1773,4,4,4,49,27.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,37,177,5,5,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,13,760,4,5,4,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,17,2852,3,3,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,37,2910,4,3,5,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,36,3127,3,3,2,69,62.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,43,781,3,3,1,10,4.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,36,1199,4,4,4,0,4.0
Female,Loyal Customer,Business travel,Eco,satisfied,16,2486,4,5,5,0,35.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,36,325,1,4,1,59,48.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,41,903,2,4,2,0,0.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,29,721,5,4,5,3,0.0
Female,Loyal Customer,Business travel,Business,satisfied,16,2402,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,40,2475,5,5,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,37,700,3,3,4,0,0.0
Male,disloyal Customer,Business travel,Eco,satisfied,24,463,2,5,2,0,9.0
Female,Loyal Customer,Business travel,Business,satisfied,56,3568,4,4,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,49,2808,4,4,4,28,19.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,54,224,5,5,5,0,3.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,22,496,3,2,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,27,151,5,4,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,39,3124,5,5,4,24,11.0
Female,Loyal Customer,Business travel,Business,satisfied,40,3659,5,4,3,2,0.0
Male,Loyal Customer,Business travel,Eco Plus,satisfied,44,109,4,2,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,26,3186,5,5,5,299,285.0
Male,Loyal Customer,Business travel,Eco,satisfied,46,537,5,1,5,18,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,19,1034,5,4,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,52,1671,4,4,5,0,0.0
Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,28,317,4,4,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,30,200,4,2,4,0,23.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,49,926,1,1,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,50,2043,4,4,4,5,0.0
Female,Loyal Customer,Business travel,Business,satisfied,41,199,4,4,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,59,972,2,5,2,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,24,1739,5,2,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,50,361,4,5,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,33,259,4,1,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,27,1598,4,4,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,70,746,2,3,2,45,49.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,64,928,1,4,1,19,17.0
Female,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,16,838,2,3,2,1,0.0
Female,Loyal Customer,Business travel,Business,satisfied,43,954,5,5,4,0,0.0
Female,disloyal Customer,Business travel,Business,satisfied,40,663,1,4,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,10,86,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,38,358,4,4,5,0,0.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,50,1947,1,3,1,0,6.0
Male,Loyal Customer,Business travel,Eco Plus,satisfied,35,852,5,5,5,80,57.0
Male,Loyal Customer,Business travel,Business,satisfied,34,861,5,5,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,56,1724,5,5,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,59,1045,2,2,4,9,0.0
Male,Loyal Customer,Business travel,Business,satisfied,25,2615,3,4,3,16,6.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,17,1167,3,5,3,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,46,2560,2,2,2,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,62,746,2,2,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,37,993,5,4,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,38,1581,3,3,1,11,11.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,62,501,4,4,5,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,27,605,1,4,1,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,64,365,5,5,5,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,33,669,5,3,5,0,7.0
Female,Loyal Customer,Business travel,Eco Plus,satisfied,47,216,5,5,1,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,48,2089,5,5,4,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,69,3358,3,2,1,0,27.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,67,925,3,4,5,182,162.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,36,605,5,4,5,15,3.0
Male,Loyal Customer,Business travel,Business,satisfied,40,1922,5,4,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,15,500,3,5,3,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,10,986,4,2,4,7,8.0
Male,Loyal Customer,Business travel,Business,satisfied,54,3128,4,4,4,3,0.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,56,325,4,2,4,0,4.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,45,577,1,4,1,6,7.0
Female,Loyal Customer,Business travel,Business,satisfied,41,2246,4,4,3,27,20.0
Female,Loyal Customer,Business travel,Business,satisfied,34,1074,3,3,5,34,1.0
Male,disloyal Customer,Business travel,Business,satisfied,61,347,1,4,1,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,52,529,4,5,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,66,919,5,3,5,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,43,169,1,2,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,20,296,1,5,1,11,4.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,33,612,2,5,2,10,9.0
Female,Loyal Customer,Business travel,Business,satisfied,47,214,5,4,5,0,10.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,29,334,1,4,1,56,54.0
Female,Loyal Customer,Business travel,Business,satisfied,42,2884,5,5,4,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,54,1747,3,3,1,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,55,853,4,4,3,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,22,223,4,3,4,22,14.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,54,696,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,35,2650,2,2,4,45,35.0
Male,Loyal Customer,Business travel,Business,satisfied,37,1024,5,5,4,0,14.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,39,547,2,3,2,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,47,296,4,1,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,52,966,4,4,5,3,0.0
Female,Loyal Customer,Business travel,Business,satisfied,39,3894,5,5,5,0,7.0
Female,Loyal Customer,Business travel,Business,satisfied,27,719,5,5,5,0,0.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,33,395,4,5,4,20,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,10,539,4,5,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,70,1300,1,2,5,14,0.0
Male,Loyal Customer,Business travel,Business,satisfied,16,296,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,38,925,5,5,3,54,33.0
Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,40,641,2,4,2,51,45.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,14,293,1,4,1,16,13.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,28,299,4,1,4,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,22,1249,4,3,4,0,6.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,49,2446,1,4,4,136,129.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,29,599,5,4,5,58,38.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,38,1475,2,2,3,0,8.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,29,859,4,3,4,2,0.0
Male,Loyal Customer,Business travel,Business,satisfied,45,1440,5,5,5,0,10.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,731,2,4,2,2,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,55,3900,2,2,1,0,0.0
Female,disloyal Customer,Business travel,Business,satisfied,49,2556,4,3,4,60,25.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,54,447,3,3,2,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,40,1654,1,4,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,27,101,1,2,1,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,85,1666,4,3,3,0,5.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,35,1670,3,3,3,14,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,56,1827,3,3,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,11,543,3,4,3,40,29.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,31,829,3,4,3,11,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,59,888,3,3,3,2,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,37,1204,3,4,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,57,407,2,2,5,23,4.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,10,861,3,3,5,263,257.0
Female,Loyal Customer,Business travel,Business,satisfied,31,746,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,41,1444,3,3,5,2,0.0
Female,Loyal Customer,Business travel,Business,satisfied,42,2895,5,5,5,20,7.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,9,2065,4,4,2,144,117.0
Male,Loyal Customer,Business travel,Business,satisfied,51,3598,5,5,3,84,91.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,58,2869,4,4,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,36,405,5,5,5,10,10.0
Male,Loyal Customer,Business travel,Business,satisfied,51,1875,4,4,4,0,4.0
Female,Loyal Customer,Business travel,Business,satisfied,50,3444,4,4,4,0,0.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,34,920,5,5,5,81,120.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,28,733,3,3,3,0,13.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,17,563,1,4,1,0,13.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,58,399,5,5,1,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,65,760,1,2,1,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,55,236,4,4,4,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,43,2696,2,2,3,0,10.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,27,728,5,3,5,1,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,65,259,2,3,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,45,895,2,2,3,11,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,42,763,2,4,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,21,369,4,2,4,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,61,359,3,4,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,42,3001,5,5,3,0,15.0
Male,Loyal Customer,Business travel,Eco,satisfied,40,125,3,3,3,8,6.0
Female,Loyal Customer,Business travel,Business,satisfied,44,1905,5,5,3,0,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,56,925,2,4,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,62,1416,1,1,1,0,1.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,46,1739,1,1,3,36,4.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,27,515,5,4,5,0,7.0
Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,37,1340,3,4,3,5,2.0
Female,Loyal Customer,Business travel,Business,satisfied,46,3736,5,5,3,21,31.0
Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,51,125,4,1,3,18,21.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,21,425,4,4,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,31,895,5,4,5,5,0.0
Female,Loyal Customer,Business travel,Business,satisfied,40,224,5,5,5,9,0.0
Female,Loyal Customer,Business travel,Business,satisfied,42,472,5,5,5,0,0.0
Female,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,28,1620,5,2,5,36,17.0
Female,Loyal Customer,Business travel,Business,satisfied,51,3117,5,5,4,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,56,270,3,5,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,51,2773,5,5,4,0,0.0
Female,disloyal Customer,Business travel,Business,satisfied,22,622,4,4,4,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,42,2584,4,4,2,4,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,56,760,2,1,2,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,36,2474,5,4,5,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,21,118,2,4,2,0,0.0
Female,disloyal Customer,Business travel,Eco,satisfied,22,1099,1,5,1,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,34,2508,2,2,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,51,2293,4,4,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,53,223,3,5,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,47,366,5,5,3,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,37,301,3,3,1,79,59.0
Female,Loyal Customer,Business travel,Business,satisfied,54,432,4,4,3,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,21,2014,3,3,3,22,16.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,28,679,1,2,1,46,39.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,47,232,5,4,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,42,337,5,5,4,58,57.0
Female,Loyal Customer,Business travel,Business,satisfied,24,2582,5,4,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,32,329,2,3,2,3,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,49,3036,2,2,3,0,14.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,32,829,3,5,3,5,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,15,1990,3,4,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,26,2295,3,4,2,17,11.0
Male,Loyal Customer,Business travel,Business,satisfied,51,325,4,4,3,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,21,404,4,3,4,0,6.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,25,216,5,5,5,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,26,1754,3,3,3,69,52.0
Male,disloyal Customer,Business travel,Eco,satisfied,20,594,1,3,1,1,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,42,554,5,4,5,34,34.0
Female,Loyal Customer,Business travel,Business,satisfied,43,3967,5,5,3,1,0.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,36,101,3,1,3,24,21.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,26,101,5,3,5,0,6.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,50,551,1,4,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,61,391,5,5,5,0,9.0
Male,Loyal Customer,Business travel,Business,satisfied,46,130,4,4,5,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,45,3423,4,4,1,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,38,409,2,5,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,32,175,1,4,1,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,37,3041,3,2,4,0,1.0
Male,disloyal Customer,Business travel,Business,satisfied,15,668,3,4,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,17,677,5,5,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,57,196,2,4,2,50,45.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,44,270,3,3,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,52,3177,3,1,4,77,65.0
Male,disloyal Customer,Business travel,Eco,satisfied,23,1019,4,5,4,0,4.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,24,274,1,5,1,17,22.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,72,308,1,5,1,93,91.0
Male,Loyal Customer,Business travel,Business,satisfied,54,2422,4,4,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,57,3760,3,3,5,0,13.0
Male,Loyal Customer,Business travel,Eco Plus,satisfied,23,383,5,5,5,9,5.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,42,239,3,3,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,35,590,4,4,4,12,103.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,27,1121,3,3,3,3,1.0
Male,Loyal Customer,Business travel,Business,satisfied,39,2415,4,4,4,6,13.0
Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,29,1065,1,4,1,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,10,1120,3,5,3,105,111.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,48,1127,2,2,1,19,20.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,52,861,4,4,4,0,1.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,47,1044,2,2,4,5,8.0
Female,Loyal Customer,Business travel,Business,satisfied,37,1847,5,5,3,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,57,612,2,4,2,30,36.0
Female,disloyal Customer,Business travel,Business,satisfied,41,353,1,1,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,35,550,2,1,2,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,63,852,1,4,1,48,77.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,48,271,3,3,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,49,964,2,3,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,36,3080,5,5,1,20,0.0
Male,Loyal Customer,Business travel,Business,satisfied,53,296,5,5,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,38,189,2,2,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,67,1129,5,5,3,2,0.0
Male,Loyal Customer,Business travel,Business,satisfied,39,1547,5,5,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,27,1846,3,5,3,0,0.0
Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,37,1046,3,3,1,123,138.0
Female,Loyal Customer,Business travel,Eco,satisfied,35,587,4,4,4,7,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,61,1014,2,4,2,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,28,502,1,3,1,0,37.0
Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,18,862,4,4,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,58,334,5,5,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,43,657,4,4,5,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,10,585,4,5,4,0,2.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,29,1488,4,3,4,6,3.0
Female,disloyal Customer,Business travel,Business,satisfied,13,551,3,5,3,76,69.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,44,427,3,3,1,87,76.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,46,216,3,4,3,0,0.0
